#***********************************************************************
#dataSpec_PDB.m -  (January, 16th 2017)
#***********************************************************************
# [1] = wavelength (nm)
# [2] = refractive index of leaf material
# [3] = specific absorption coefficient of chlorophyll (a+b) (cm2.microg-1)
# [4] = specific absorption coefficient of carotenoids (cm2.microg-1)
# [5] = specific absorption coefficient of Anthocyanins (cm2.microg-1)
# [6] = specific absorption coefficient of brown pigments (arbitrary units)
# [7] = specific absorption coefficient of water (cm-1)
# [8] = specific absorption coefficient of dry matter (cm2.g-1)
# Reference: 
# Féret, Gitelson, Noble & Jacqumoud (2017). PROSPECT-D: Towards modeling 
# leaf optical properties through a complete lifecycle
# Remote Sensing of Environment, 
# DOI: 
# The specific absorption coefficient corresponding to brown pigment is
# provided by Frederic Baret (EMMAH, INRA Avignon, baret@avignon.inra.fr)
# and used with his autorization.
# ***********************************************************************  
 400 	 1.5115 	 6.48815e-02 	 1.67340e-01 	 6.66747e-02 	 5.27200e-01 	 5.80000e-05 	 1.09700e+02 
 401 	 1.5115 	 6.67318e-02 	 1.67607e-01 	 6.40556e-02 	 5.26200e-01 	 5.85200e-05 	 1.03700e+02 
 402 	 1.5115 	 6.85513e-02 	 1.67184e-01 	 6.19332e-02 	 5.25200e-01 	 5.90000e-05 	 9.79800e+01 
 403 	 1.5115 	 6.99821e-02 	 1.67207e-01 	 5.99215e-02 	 5.24200e-01 	 5.98900e-05 	 9.24400e+01 
 404 	 1.5115 	 7.09000e-02 	 1.67613e-01 	 5.82770e-02 	 5.23200e-01 	 6.10000e-05 	 8.71300e+01 
 405 	 1.5115 	 7.13334e-02 	 1.67596e-01 	 5.66994e-02 	 5.22200e-01 	 6.20300e-05 	 8.23100e+01 
 406 	 1.5108 	 7.13202e-02 	 1.67513e-01 	 5.53657e-02 	 5.21200e-01 	 6.30000e-05 	 7.80600e+01 
 407 	 1.5101 	 7.12604e-02 	 1.67426e-01 	 5.41628e-02 	 5.20200e-01 	 6.39900e-05 	 7.40400e+01 
 408 	 1.5095 	 7.12231e-02 	 1.67239e-01 	 5.31158e-02 	 5.19200e-01 	 6.50000e-05 	 7.01300e+01 
 409 	 1.5088 	 7.12280e-02 	 1.66682e-01 	 5.19797e-02 	 5.18200e-01 	 6.60300e-05 	 6.65400e+01 
 410 	 1.5081 	 7.14914e-02 	 1.65882e-01 	 5.09515e-02 	 5.17200e-01 	 6.70000e-05 	 6.30000e+01 
 411 	 1.5076 	 7.18877e-02 	 1.65517e-01 	 5.01165e-02 	 5.16200e-01 	 6.79000e-05 	 5.95400e+01 
 412 	 1.5071 	 7.20185e-02 	 1.65446e-01 	 4.93873e-02 	 5.15200e-01 	 6.90000e-05 	 5.61600e+01 
 413 	 1.5065 	 7.18268e-02 	 1.65689e-01 	 4.86038e-02 	 5.14200e-01 	 7.05000e-05 	 5.30000e+01 
 414 	 1.5060 	 7.14934e-02 	 1.66088e-01 	 4.78761e-02 	 5.13200e-01 	 7.20000e-05 	 5.00100e+01 
 415 	 1.5055 	 7.11319e-02 	 1.66189e-01 	 4.73795e-02 	 5.12200e-01 	 7.31200e-05 	 4.72300e+01 
 416 	 1.5050 	 7.07629e-02 	 1.66288e-01 	 4.68987e-02 	 5.11200e-01 	 7.40000e-05 	 4.46300e+01 
 417 	 1.5046 	 7.04367e-02 	 1.66456e-01 	 4.65315e-02 	 5.10200e-01 	 7.49000e-05 	 4.22000e+01 
 418 	 1.5041 	 7.00940e-02 	 1.66622e-01 	 4.61572e-02 	 5.09200e-01 	 7.60000e-05 	 3.99600e+01 
 419 	 1.5037 	 6.98404e-02 	 1.66873e-01 	 4.57923e-02 	 5.08200e-01 	 7.74000e-05 	 3.78000e+01 
 420 	 1.5032 	 6.98193e-02 	 1.67164e-01 	 4.54286e-02 	 5.07200e-01 	 7.90000e-05 	 3.56700e+01 
 421 	 1.5029 	 7.00539e-02 	 1.67544e-01 	 4.51439e-02 	 5.06200e-01 	 8.06300e-05 	 3.36200e+01 
 422 	 1.5026 	 7.02815e-02 	 1.67980e-01 	 4.48451e-02 	 5.05200e-01 	 8.20000e-05 	 3.17000e+01 
 423 	 1.5022 	 7.05030e-02 	 1.68439e-01 	 4.45356e-02 	 5.04200e-01 	 8.29700e-05 	 2.99300e+01 
 424 	 1.5019 	 7.04727e-02 	 1.68599e-01 	 4.42495e-02 	 5.03200e-01 	 8.40000e-05 	 2.83200e+01 
 425 	 1.5016 	 7.05277e-02 	 1.68474e-01 	 4.41159e-02 	 5.02200e-01 	 8.55100e-05 	 2.67900e+01 
 426 	 1.5013 	 7.08095e-02 	 1.68142e-01 	 4.39576e-02 	 5.01200e-01 	 8.70000e-05 	 2.53500e+01 
 427 	 1.5010 	 7.13124e-02 	 1.68000e-01 	 4.38740e-02 	 5.00200e-01 	 8.80000e-05 	 2.40200e+01 
 428 	 1.5008 	 7.16223e-02 	 1.67725e-01 	 4.38046e-02 	 4.99200e-01 	 8.90000e-05 	 2.27600e+01 
 429 	 1.5005 	 7.19053e-02 	 1.67413e-01 	 4.38581e-02 	 4.98200e-01 	 9.05000e-05 	 2.15000e+01 
 430 	 1.5002 	 7.24491e-02 	 1.67551e-01 	 4.38612e-02 	 4.97200e-01 	 9.20000e-05 	 2.02400e+01 
 431 	 1.5000 	 7.30907e-02 	 1.67744e-01 	 4.39124e-02 	 4.96000e-01 	 9.30000e-05 	 1.90100e+01 
 432 	 1.4997 	 7.36521e-02 	 1.67905e-01 	 4.39588e-02 	 4.94800e-01 	 9.40000e-05 	 1.78500e+01 
 433 	 1.4995 	 7.40470e-02 	 1.67971e-01 	 4.40366e-02 	 4.93600e-01 	 9.55000e-05 	 1.67600e+01 
 434 	 1.4992 	 7.43349e-02 	 1.67937e-01 	 4.41105e-02 	 4.92400e-01 	 9.70000e-05 	 1.57500e+01 
 435 	 1.4990 	 7.45425e-02 	 1.67973e-01 	 4.42029e-02 	 4.91200e-01 	 9.80100e-05 	 1.48100e+01 
 436 	 1.4988 	 7.46911e-02 	 1.68177e-01 	 4.42768e-02 	 4.90000e-01 	 9.90000e-05 	 1.39200e+01 
 437 	 1.4986 	 7.46534e-02 	 1.68322e-01 	 4.43989e-02 	 4.88800e-01 	 1.00500e-04 	 1.31200e+01 
 438 	 1.4984 	 7.45703e-02 	 1.68695e-01 	 4.45095e-02 	 4.87600e-01 	 1.02000e-04 	 1.23300e+01 
 439 	 1.4982 	 7.42853e-02 	 1.69163e-01 	 4.46471e-02 	 4.86400e-01 	 1.03100e-04 	 1.16100e+01 
 440 	 1.4980 	 7.37942e-02 	 1.69569e-01 	 4.47865e-02 	 4.85200e-01 	 1.04000e-04 	 1.09600e+01 
 441 	 1.4977 	 7.28180e-02 	 1.69678e-01 	 4.49193e-02 	 4.84000e-01 	 1.05000e-04 	 1.04100e+01 
 442 	 1.4974 	 7.16223e-02 	 1.69631e-01 	 4.50615e-02 	 4.82900e-01 	 1.06000e-04 	 9.92400e+00 
 443 	 1.4972 	 7.04587e-02 	 1.69900e-01 	 4.52269e-02 	 4.81700e-01 	 1.07000e-04 	 9.41000e+00 
 444 	 1.4969 	 6.91047e-02 	 1.69905e-01 	 4.54154e-02 	 4.80500e-01 	 1.08000e-04 	 8.94700e+00 
 445 	 1.4966 	 6.75675e-02 	 1.69815e-01 	 4.55895e-02 	 4.79300e-01 	 1.09000e-04 	 8.50800e+00 
 446 	 1.4964 	 6.60264e-02 	 1.69770e-01 	 4.57528e-02 	 4.78100e-01 	 1.10000e-04 	 8.08700e+00 
 447 	 1.4962 	 6.44919e-02 	 1.69730e-01 	 4.58570e-02 	 4.76900e-01 	 1.11000e-04 	 7.64000e+00 
 448 	 1.4959 	 6.26681e-02 	 1.69345e-01 	 4.59940e-02 	 4.75700e-01 	 1.12000e-04 	 7.26800e+00 
 449 	 1.4957 	 6.07546e-02 	 1.68568e-01 	 4.61954e-02 	 4.74500e-01 	 1.13000e-04 	 6.93900e+00 
 450 	 1.4955 	 5.87747e-02 	 1.67441e-01 	 4.64136e-02 	 4.73300e-01 	 1.14000e-04 	 6.66000e+00 
 451 	 1.4953 	 5.67782e-02 	 1.66023e-01 	 4.66797e-02 	 4.72000e-01 	 1.15000e-04 	 6.42200e+00 
 452 	 1.4951 	 5.47324e-02 	 1.64464e-01 	 4.69530e-02 	 4.70800e-01 	 1.16000e-04 	 6.22200e+00 
 453 	 1.4949 	 5.28441e-02 	 1.62899e-01 	 4.71624e-02 	 4.69500e-01 	 1.17000e-04 	 6.01000e+00 
 454 	 1.4947 	 5.11254e-02 	 1.61362e-01 	 4.73600e-02 	 4.68300e-01 	 1.18000e-04 	 5.78200e+00 
 455 	 1.4945 	 4.95729e-02 	 1.59780e-01 	 4.75935e-02 	 4.67000e-01 	 1.19000e-04 	 5.57300e+00 
 456 	 1.4943 	 4.81390e-02 	 1.58224e-01 	 4.78138e-02 	 4.65800e-01 	 1.20000e-04 	 5.37000e+00 
 457 	 1.4942 	 4.68009e-02 	 1.56555e-01 	 4.80817e-02 	 4.64500e-01 	 1.21000e-04 	 5.17300e+00 
 458 	 1.4940 	 4.56455e-02 	 1.54969e-01 	 4.83353e-02 	 4.63300e-01 	 1.22000e-04 	 4.94600e+00 
 459 	 1.4939 	 4.46906e-02 	 1.53299e-01 	 4.85953e-02 	 4.62000e-01 	 1.23000e-04 	 4.76100e+00 
 460 	 1.4937 	 4.38733e-02 	 1.51672e-01 	 4.88393e-02 	 4.60800e-01 	 1.24000e-04 	 4.57500e+00 
 461 	 1.4935 	 4.31621e-02 	 1.49969e-01 	 4.91231e-02 	 4.59700e-01 	 1.25000e-04 	 4.41900e+00 
 462 	 1.4934 	 4.26533e-02 	 1.48319e-01 	 4.93705e-02 	 4.58700e-01 	 1.26000e-04 	 4.25900e+00 
 463 	 1.4932 	 4.22062e-02 	 1.46765e-01 	 4.96082e-02 	 4.57700e-01 	 1.27000e-04 	 4.11700e+00 
 464 	 1.4931 	 4.17743e-02 	 1.45076e-01 	 4.98409e-02 	 4.56600e-01 	 1.28000e-04 	 4.00600e+00 
 465 	 1.4929 	 4.12972e-02 	 1.43493e-01 	 5.01360e-02 	 4.55600e-01 	 1.28900e-04 	 3.94500e+00 
 466 	 1.4928 	 4.09113e-02 	 1.42004e-01 	 5.04203e-02 	 4.54600e-01 	 1.30000e-04 	 3.85300e+00 
 467 	 1.4927 	 4.05705e-02 	 1.40550e-01 	 5.07836e-02 	 4.53500e-01 	 1.31500e-04 	 3.78400e+00 
 468 	 1.4925 	 4.03017e-02 	 1.39191e-01 	 5.11498e-02 	 4.52500e-01 	 1.33000e-04 	 3.67100e+00 
 469 	 1.4924 	 4.00089e-02 	 1.38023e-01 	 5.15566e-02 	 4.51500e-01 	 1.34000e-04 	 3.55400e+00 
 470 	 1.4923 	 3.97273e-02 	 1.37008e-01 	 5.19406e-02 	 4.50400e-01 	 1.35000e-04 	 3.46200e+00 
 471 	 1.4922 	 3.95205e-02 	 1.36145e-01 	 5.23872e-02 	 4.49400e-01 	 1.36400e-04 	 3.36300e+00 
 472 	 1.4920 	 3.92920e-02 	 1.35480e-01 	 5.28197e-02 	 4.48400e-01 	 1.38000e-04 	 3.28200e+00 
